Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Raddatz, G., Guzzardo, P.M., Olova, N., Fantappié, M.R., Rampp, M., Schaefer, M., Reik, W., Hannon, G.J., Lyko, F.","22958557500; 37021480800; 55410255100; 6602481513; 6603136039; 35765760000; 7007161076; 7006115520; 6701624793","Dnmt2-dependent methylomes lack defined DNA methylation patterns",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"21",,8627,8631,,170,10.1073/pnas.1306723110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878136507&partnerID=40&md5=79d301b67eecbce815fcd85f7152cc32",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878136507
"Cioni, J.-M., Telley, L., Saywell, V., Cadilhac, C., Jourdan, C., Huber, A.B., Huang, J.Z., Jahannault-Talignani, C., Ango, F.","55983934000; 24340431100; 11440035400; 55649250100; 55649233300; 7201393795; 55729524100; 55649294500; 6603392696","SEMA3A signaling controls layer-specific interneuron branching in the cerebellum",2013,"Current Biology",23,"10",,850,861,,37,10.1016/j.cub.2013.04.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878011238&partnerID=40&md5=659d51a759fe81d41e281a8b72c501e1",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84878011238
"Roe, J.-S., Vakoc, C.R.","13103569800; 8685299800","Oncogene interference through targeting of chromatin regulators",2013,"Cell Cycle",12,"10",,1475,1476,,2,10.4161/cc.24748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877956102&partnerID=40&md5=8fce3d359121a0a238fbcb6d633cb165",Editorial,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84877956102
"Das, S., Fregoso, O.I., Krainer, A.R.","57188557278; 25121271300; 56744420600","A new path to oncogene-induced senescence: At the crossroads of splicing and translation",2013,"Cell Cycle",12,"10",,1477,1479,,4,10.4161/cc.24749,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877932135&partnerID=40&md5=947df337ac9738e017cd8bbd8186c451",Editorial,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84877932135
"Ranade, S., Hangy, B., Kepecs, A.","57284177400; 55682508400; 6603111953","Multiple modes of phase locking between sniffing and whisking during active exploration",2013,"Journal of Neuroscience",33,"19",,8250,8256,,60,10.1523/JNEUROSCI.3874-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877260872&partnerID=40&md5=558cef936004b3f351737dcec07b1835",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84877260872
"Ming, R., VanBuren, R., Liu, Y., Yang, M., Han, Y., Li, L.-T., Zhang, Q., Kim, M.-J., Schatz, M.C., Campbell, M., Li, J., Bowers, J.E., Tang, H., Lyons, E., Ferguson, A.A., Narzisi, G., Nelson, D.R., Blaby-Haas, C.E., Gschwend, A.R., Jiao, Y., Der, J.P., Zeng, F., Han, J., Min, X.J., Hudson, K.A., Singh, R., Grennan, A.K., Karpowicz, S.J., Watling, J.R., Ito, K., Robinson, S.A., Hudson, M.E., Yu, Q., Mockler, T.C., Carroll, A., Zheng, Y., Sunkar, R., Jia, R., Chen, N., Arro, J., Wai, C.M., Wafula, E., Spence, A., Han, Y., Xu, L., Zhang, J., Peery, R., Haus, M.J., Xiong, W., Walsh, J.A., Wu, J., Wang, M.-L., Zhu, Y.J., Paull, R.E., Britt, A.B., Du, C., Downie, S.R., Schuler, M.A., Michael, T.P., Long, S.P., Ort, D.R., William Schopf, J., Gang, D.R., Jiang, N., Yandell, M., dePamphilis, C.W., Merchant, S.S., Paterson, A.H., Buchanan, B.B., Li, S., Shen-Miller, J.","7004507143; 6504539937; 51764017300; 55703296200; 16230239400; 55580835800; 54913480900; 56041922800; 7102406086; 56294122000; 51665244100; 56917336300; 8855616000; 35599112200; 55547127217; 57203711728; 55464966000; 36835743600; 36559498300; 37072626000; 8700144100; 55341859000; 55342180200; 8547205300; 36016812800; 55682016900; 12763355100; 35314290000; 7003512945; 8142209300; 7402674597; 7202191965; 7402947111; 6602442579; 7202435548; 35590882100; 6505941949; 26651850800; 35291210500; 12241422500; 36088716600; 54789232300; 53064456400; 55600387900; 57199907076; 42962840200; 17342326100; 56196090100; 35812707300; 55681143200; 56224061600; 57203439329; 7406074484; 7006970903; 7006083615; 7202172533; 7005106518; 7102690777; 7006325792; 7402506808; 7004112739; 7006291287; 7007133560; 7201943723; 6601908759; 55664042900; 7102344014; 7202361029; 7102530295; 8414933300; 6602160181","Genome of the long-living sacred lotus (Nelumbo nucifera Gaertn.)",2013,"Genome Biology",14,"5", R41,,,,283,10.1186/gb-2013-14-5-r41,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877285242&partnerID=40&md5=921266c5c62a0d3371483ed2a7fb2c1d",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84877285242
"Kaufman, M.T., Churchland, M.M., Shenoy, K.V.","36486717300; 6602835141; 7007041156","The roles of monkey M1 neuron classes in movement preparation and execution",2013,"Journal of Neurophysiology",110,"4",,817,825,,53,10.1152/jn.00892.2011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84881637055&partnerID=40&md5=c91766fc63e2883d331a3ac4d202d8e5",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84881637055
"Shi, L., Zhang, X., Golhar, R., Otieno, F.G., He, M., Hou, C., Kim, C., Keating, B., Lyon, G.J., Wang, K., Hakonarson, H.","55567949000; 57192504712; 55185185200; 16307899700; 55324276500; 8744767600; 7409876592; 7007012503; 57196750882; 55547129985; 55531171800","Whole-genome sequencing in an autism multiplex family",2013,"Molecular Autism",4,"1", 8,,,,66,10.1186/2040-2392-4-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877014878&partnerID=40&md5=a7deadea5759803b73bc102a4b339f12",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84877014878
"Luo, M.-C., Gu, Y.Q., You, F.M., Deal, K.R., Ma, Y., Hu, Y., Huo, N., Wang, Y., Wang, J., Chen, S., Jorgensen, C.M., Zhang, Y., McGuire, P.E., Pasternak, S., Stein, J.C., Ware, D., Kramer, M., McCombie, W.R., Kianian, S.F., Martis, M.M., Mayer, K.F.X., Sehgal, S.K., Li, W., Gill, B.S., Bevan, M.W., Šimková, H., Doležel, J., Weining, S., Lazo, G.R., Anderson, O.D., Dvorak, J.","7202891722; 34769792300; 7004416159; 7004376447; 22951287100; 55682790300; 22950866200; 56921843100; 9938888300; 55683758800; 15026627000; 56055175500; 7101880463; 8305237900; 7402750232; 7006205965; 36781364000; 7003295780; 7004188453; 26024802200; 55674422000; 23009880700; 7501791429; 57210197307; 7103079544; 6602260729; 7006010156; 57204594391; 6603027408; 7101972387; 7202106672","A 4-gigabase physical map unlocks the structure and evolution of the complex genome of Aegilops tauschii, the wheat D-genome progenitor",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"19",,7940,7945,,169,10.1073/pnas.1219082110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877344186&partnerID=40&md5=94b88a111223ddbf849281569219de14",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84877344186
"Znamenskiy, P., Zador, A.M.","23399216600; 7004503632","Corticostriatal neurons in auditory cortex drive decisions during auditory discrimination",2013,"Nature",497,"7450",,482,485,,221,10.1038/nature12077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878121338&partnerID=40&md5=c49bcc98e6f35b4976efa650def0c5c1",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84878121338
"Wigler, M.","7005241418","The last ten yards",2013,"From Linear Operators to Computational Biology: Essays in Memory of Jacob T. Schwartz",9781447142829,"",,195,202,,,10.1007/978-1-4471-4282-9_10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949180307&partnerID=40&md5=d466f05aba74bc6b680eeb727dfe5089",Book Chapter,Final,"",Scopus,2-s2.0-84949180307
"Grochola, L.F., Zeron-Medina, J., Repapi, E., Finlayson, A.E., Cai, Y., Atwal, G.S., Bond, G.L.","23004392600; 26535383500; 35574638200; 25951388400; 56675068200; 6602332374; 35509073400","The inheritance of p53",2013,"p53 in the Clinics",9781461436768,"",,25,46,,,10.1007/978-1-4614-3676-8_2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930719979&partnerID=40&md5=76e69fb987e4ad11160e71f815409efe",Book Chapter,Final,"",Scopus,2-s2.0-84930719979
"Wu, J., Anczuków, O., Krainer, A.R., Zhang, M.Q., Zhang, C.","55677087675; 14629962900; 56744420600; 55909042200; 55756477900","OLego: Fast and sensitive mapping of spliced mRNA-Seq reads using small seeds",2013,"Nucleic Acids Research",41,"10",,5149,5163,,89,10.1093/nar/gkt216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878535352&partnerID=40&md5=9f07a462dc0184d8d314720ccdd6938c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84878535352
"Fein, M.R., Egeblad, M.","55189554900; 7004320104","Caught in the act: Revealing the metastatic process by live imaging",2013,"DMM Disease Models and Mechanisms",6,"3",,580,593,,46,10.1242/dmm.009282,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877810500&partnerID=40&md5=24dc260cd8a9e2f9bd5879bf4300b041",Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84877810500
"Chin, L., De Sauvage, F., Egeblad, M., Olive, K.P., Tuveson, D., Weiss, W.","7103000474; 7006146655; 7004320104; 9739008100; 6701721348; 7201732051","Recapitulating human cancer in a mouse",2013,"Nature Biotechnology",31,"5",,392,395,,5,10.1038/nbt.2575,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877339703&partnerID=40&md5=97e1fc6cc0d94cb43df01bf213d9e760",Note,Final,"",Scopus,2-s2.0-84877339703
"Li, W., Prazak, L., Chatterjee, N., Grüninger, S., Krug, L., Theodorou, D., Dubnau, J.","24335357200; 6508047506; 57213060272; 58501262000; 35573559400; 57212856657; 6602979493","Activation of transposable elements during aging and neuronal decline in Drosophila",2013,"Nature Neuroscience",16,"5",,529,531,,223,10.1038/nn.3368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876924361&partnerID=40&md5=6362557b7cb4a983a356b5ab915e431a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84876924361
"Khurana, S., Siddiqi, O.","35573712300; 56052895000","Olfactory responses of drosophila larvae",2013,"Chemical Senses",38,"4",,315,323,,18,10.1093/chemse/bjs144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876871548&partnerID=40&md5=b74780f9ce224d18f6a80c8e377afc64",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84876871548
"Kuhn, C.-D., Joshua-Tor, L.","23094077300; 6701801960","Eukaryotic Argonautes come into focus",2013,"Trends in Biochemical Sciences",38,"5",,263,271,,82,10.1016/j.tibs.2013.02.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876739532&partnerID=40&md5=3753cfa53e60827ab7f88948ece5d255",Review,Final,"",Scopus,2-s2.0-84876739532
"Dos Santos, C.O., Rebbeck, C., Rozhkova, E., Valentine, A., Samuels, A., Kadiri, L.R., Osten, P., Harris, E.Y., Uren, P.J., Smith, A.D., Hannon, G.J.","10043589900; 35068510600; 55670490700; 55353644200; 55671110300; 51665155100; 6603963558; 35181259300; 15046121200; 57203774574; 7006115520","Molecular hierarchy of mammary differentiation yields refined markers of mammary stem cells",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"18",,7123,7130,,68,10.1073/pnas.1303919110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876920428&partnerID=40&md5=63da27d3b9f36ef78374f69197739525",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876920428
"Gann, A., Witkowski, J.A.","6701421301; 16479380400","DNA: Archives reveal Nobel nominations",2013,"Nature",496,"7446",,434,,,,10.1038/496434a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876784664&partnerID=40&md5=6f2a96b0a652aa44ac7c81e8afc82939",Letter,Final,"All Open Access, Bronze",Scopus,2-s2.0-84876784664
"Doolittle, W.F., Fraser, P., Gerstein, M.B., Graveley, B.R., Henikoff, S., Huttenhower, C., Oshlack, A., Ponting, C.P., Rinn, J.L., Schatz, M.C., Ule, J., Weigel, D., Weinstock, G.D.","7102652269; 16143421200; 24755400900; 7003999354; 7101924631; 14521138100; 55882468700; 7004959561; 6603278085; 7102406086; 57204150692; 57196543824; 7005387907","Sixty years of genome biology",2013,"Genome Biology",14,"4", 113,,,,6,10.1186/gb-2013-14-4-113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876712516&partnerID=40&md5=bb5c7388534216438044bd40936a7a52",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876712516
"Zariwala, H.A., Kepecs, A., Uchida, N., Hirokawa, J., Mainen, Z.F.","6507302615; 6603111953; 7201528355; 25625134700; 6603150101","The limits of deliberation in a perceptual decision task",2013,"Neuron",78,"2",,339,351,,46,10.1016/j.neuron.2013.02.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876796316&partnerID=40&md5=8ffedb6517877bc8da39c8299896570b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876796316
"Gillis, J., Pavlidis, P.","35578536500; 7004159655","Characterizing the state of the art in the computational assignment of gene function: Lessons from the first critical assessment of functional annotation (CAFA)",2013,"BMC Bioinformatics",14,"SUPPL.3", S15,,,,34,10.1186/1471-2105-14-S3-S15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876478272&partnerID=40&md5=0fed5cd4ecb62677699048293856992f",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84876478272
"Lujambio, A., Akkari, L., Simon, J., Grace, D., Tschaharganeh, D.F., Bolden, J.E., Zhao, Z., Thapar, V., Joyce, J.A., Krizhanovsky, V., Lowe, S.W.","23470241600; 36645669600; 24587865400; 53881300900; 28167964200; 14518921200; 57199102093; 8537008000; 7201369648; 6505913047; 15064198100","Non-cell-autonomous tumor suppression by p53",2013,"Cell",153,"2",,449,460,,527,10.1016/j.cell.2013.03.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876291823&partnerID=40&md5=8c6ea3ebb5ae80eac20664274be02893",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876291823
"Kaufman, M.T., Churchland, A.K.","36486717300; 6506370880","Cognitive neuroscience: Sensory noise drives bad decisions",2013,"Nature",496,"7444",,172,173,,8,10.1038/496172a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876272481&partnerID=40&md5=455d92fa57565166fc823e593c1cad94",Note,Final,"",Scopus,2-s2.0-84876272481
"Lovén, J., Hoke, H.A., Lin, C.Y., Lau, A., Orlando, D.A., Vakoc, C.R., Bradner, J.E., Lee, T.I., Young, R.A.","14052292900; 15047902800; 36010847800; 58372399800; 16033463000; 8685299800; 10243379500; 7501439491; 7405926028","Selective inhibition of tumor oncogenes by disruption of super-enhancers",2013,"Cell",153,"2",,320,334,,1912,10.1016/j.cell.2013.03.036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876222028&partnerID=40&md5=769b53f5112a746c5afc9cc6c61a6ce7",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876222028
"Sagiv, A., Biran, A., Yon, M., Simon, J., Lowe, S.W., Krizhanovsky, V.","21743758400; 37030511100; 24588347400; 24587865400; 15064198100; 6505913047","Granule exocytosis mediates immune surveillance of senescent cells",2013,"Oncogene",32,"15",,1971,1977,,164,10.1038/onc.2012.206,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876134219&partnerID=40&md5=e636bc2342314a7ca71bebf77a738c83",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84876134219
"Fregoso, O.I., Das, S., Akerman, M., Krainer, A.R.","25121271300; 57188557278; 7102265542; 56744420600","Splicing-Factor Oncoprotein SRSF1 Stabilizes p53 via RPL5 and Induces Cellular Senescence",2013,"Molecular Cell",50,"1",,56,66,,86,10.1016/j.molcel.2013.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876075472&partnerID=40&md5=74d69972d55dcb08e923b13214fa3747",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84876075472
"West, M.J.","56208478200","Getting started in stereology",2013,"Cold Spring Harbor Protocols",8,"4",,287,297,,16,10.1101/pdb.top071845,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875905790&partnerID=40&md5=0e7751b9a3fe1808120c6525db6670c6",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84875905790
"Lu, X., Wontakal, S.N., Kavi, H., Kim, B.J., Guzzardo, P.M., Emelyanov, A.V., Xu, N., Hannon, G.J., Zavadil, J., Fyodorov, D.V., Skoultchi, A.I.","7404838857; 26041248300; 6506066113; 55654186000; 37021480800; 53982654000; 24469331400; 7006115520; 7003700045; 6602521192; 7006077105","Drosophila H1 regulates the genetic activity of heterochromatin by recruitment of Su(var)3-9",2013,"Science",340,"6128",,78,81,,73,10.1126/science.1234654,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876337753&partnerID=40&md5=a0bdd356bb6d86d0a7b9ad940cdc9bbc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84876337753
"Liberatore, K.L., Jiang, K., Zamir, D., Lippman, Z.B.","15073038200; 55265303600; 7005313803; 6507104270","Heterosis: The Case for Single-Gene Overdominance",2013,"Polyploid and Hybrid Genomics",,"",,137,152,,11,10.1002/9781118552872.ch8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886326372&partnerID=40&md5=7bd2d297d92c367dc82a35039a760bd2",Book Chapter,Final,"",Scopus,2-s2.0-84886326372
"Chattopadhyaya, B., Baho, E., Josh Huang, Z., Schachner, M., Di Cristo, G.","6507266266; 54902005200; 55729524100; 7203055860; 6507322427","Neural cell adhesion molecule-mediated fyn activation promotes GABAergic synapse maturation in postnatal mouse cortex",2013,"Journal of Neuroscience",33,"14",,5957,5968,,38,10.1523/JNEUROSCI.1306-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876005191&partnerID=40&md5=bfa85b296bfd85422bf500a1514e5b2c",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84876005191
"Osten, P., Margrie, T.W.","6603963558; 6602716645","Mapping brain circuitry with a light microscope",2013,"Nature Methods",10,"6",,515,523,,177,10.1038/nmeth.2477,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880800347&partnerID=40&md5=10551ed78e08bc0ef309c3dbb92b6917",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84880800347
"Zhong, Y., Nellimootti, T., Peace, J.M., Knott, S.R.V., Villwock, S.K., Yee, J.M., Jancuska, J.M., Rege, S., Tecklenburg, M., Sclafani, R.A., Tavaré, S., Aparicio, O.M.","36853450900; 55757059600; 54912482200; 55383125800; 55995685900; 57224790191; 55994925300; 56533530000; 6603708909; 7004691256; 7003693973; 6602858066","The level of origin firing inversely affects the rate of replication fork progression",2013,"Journal of Cell Biology",201,"3",,373,383,,65,10.1083/jcb.201208060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878662645&partnerID=40&md5=7cc375c4cb7766d0a68f7f95bdab8d18",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84878662645
"Hübner, M.R., Eckersley-Maslin, M.A., Spector, D.L.","56819301600; 35309991500; 35565902300","Chromatin organization and transcriptional regulation",2013,"Current Opinion in Genetics and Development",23,"2",,89,95,,123,10.1016/j.gde.2012.11.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877830475&partnerID=40&md5=98b29bdb32e159e536fe1c616375eb37",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84877830475
"Christensen, S.A., Nemchenko, A., Borrego, E., Murray, I., Sobhy, I.S., Bosak, L., Deblasio, S., Erb, M., Robert, C.A.M., Vaughn, K.A., Herrfurth, C., Tumlinson, J., Feussner, I., Jackson, D., Turlings, T.C.J., Engelberth, J., Nansen, C., Meeley, R., Kolomiets, M.V.","37036999800; 24481430100; 55208522900; 55438315500; 36669323600; 55586820400; 6505667172; 24471078900; 36775581400; 16644349400; 37107918200; 7004749571; 7003635743; 7404288309; 7004166341; 6602940216; 6603975188; 6603938109; 15123785500","The maize lipoxygenase, ZmLOX10, mediates green leaf volatile, jasmonate and herbivore-induced plant volatile production for defense against insect attack",2013,"Plant Journal",74,"1",,59,73,,169,10.1111/tpj.12101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875368169&partnerID=40&md5=2479c8b8fb0ee63d057f1d74bb2920d9",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84875368169
